id,round,image_id,caption,question_id,question,answer_id,answer
28,7,99643,a little girl eating a piece of pizza and 2 small pieces on her plate,27655,is the pizza on a plate,4754,yes
28,8,99643,a little girl eating a piece of pizza and 2 small pieces on her plate,41998,is the girl looking at the camera,15736,no
28,9,99643,a little girl eating a piece of pizza and 2 small pieces on her plate,2371,is she at a table,4754,yes
28,10,99643,a little girl eating a piece of pizza and 2 small pieces on her plate,17909,what type of pizza is it,26632,looks like cheese and sauce
29,1,240413,in the downtown market place there are a bunch of people on bikes and moving around,18361,is it crowded,32979,it is not
29,2,240413,in the downtown market place there are a bunch of people on bikes and moving around,11252,is it in black and white,15736,no
29,3,240413,in the downtown market place there are a bunch of people on bikes and moving around,1870,is it sunny,15736,no
29,4,240413,in the downtown market place there are a bunch of people on bikes and moving around,26265,are there trees,11675,there are not
29,5,240413,in the downtown market place there are a bunch of people on bikes and moving around,41240,are there houses,11675,there are not
29,6,240413,in the downtown market place there are a bunch of people on bikes and moving around,14153,are there a lot of street signs,15736,no
29,7,240413,in the downtown market place there are a bunch of people on bikes and moving around,22791,is it raining,29110,"it is cloudy, but no rain"
29,8,240413,in the downtown market place there are a bunch of people on bikes and moving around,43042,can you see the sun,7400,i cannot
29,9,240413,in the downtown market place there are a bunch of people on bikes and moving around,22753,are the people happy,482,they do not appear to be
29,10,240413,in the downtown market place there are a bunch of people on bikes and moving around,10628,do some people have hats,15736,no
30,1,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,9367,is the photo in color,4754,yes
30,2,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,34343,are there people in the picture,32559,no people
30,3,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,40124,are there designs in the bathroom,19087,"no, but the paint is chipped"
30,4,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,14036,are there any towels on the towel rack,34412,"no, but a black bag is"
30,5,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,4958,is the towel rack gold,33473,wood
30,6,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,44345,are there holes in the blag bag,24971,it has mesh pockets but no real hole
30,7,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,38706,are there broken pieces of the toilet on the ground,19330,"yes, the toilet is in several large pieces"
30,8,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,30311,is the color of the toilet light green or dark green,24361,it's more of a dirty white color the walls are a light green
30,9,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,1790,is the floor made of tiles,4754,yes
30,10,59107,a decrepit bathroom painted green shows a broken toilet and a black bag dangling from a towel rack,8810,is it light or dark in the bathroom,28866,it's light
31,1,249833,people are standing in front of a rustic building as a truck drive by,33882,how many people,4481,like 10
31,2,249833,people are standing in front of a rustic building as a truck drive by,18332,boys or girls,18448,appears to be mostly boys
31,3,249833,people are standing in front of a rustic building as a truck drive by,10627,what color is the building,178,it has a worn out brown color
31,4,249833,people are standing in front of a rustic building as a truck drive by,23212,is it a house,15736,no
31,5,249833,people are standing in front of a rustic building as a truck drive by,3905,what are the people doing,3345,waiting in line
31,6,249833,people are standing in front of a rustic building as a truck drive by,18706,what color is the truck,4600,maroon color
31,7,249833,people are standing in front of a rustic building as a truck drive by,29790,can you see the sky,4754,yes
31,8,249833,people are standing in front of a rustic building as a truck drive by,1870,is it sunny,4754,yes
31,9,249833,people are standing in front of a rustic building as a truck drive by,13380,are there any clouds,4754,yes
31,10,249833,people are standing in front of a rustic building as a truck drive by,18682,is it a paved road,4754,yes
32,1,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,17988,is there grass,4754,yes
32,2,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,17919,is the horse wearing a saddle,22755,i think so really dark
32,3,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,32672,is there any other animals,1346,no other animals
32,4,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,36570,are there any trees,14949,no trees
32,5,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,33667,can you see the riders face,1145,no i can't see his face
32,6,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,13622,what color is the horse,8257,it appears black
32,7,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,20427,is it dusk or nighttime,19150,very dark out cloudy
32,8,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,34239,can you see stars,16877,no stars
32,9,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,23467,is the rider wearing a hat,14062,yes a helmet
32,10,258193,a lone rider and horse travel over a grassy field with snow capped mountains in the background,18735,is the horse facing the camera,1093,yes the horse is facing the camera
33,1,23817,a group of skiers waiting for the lift,31421,is the picture in color,4754,yes
33,2,23817,a group of skiers waiting for the lift,32504,how many skiers can you see,22535,11
33,3,23817,a group of skiers waiting for the lift,1852,are the male and female,27311,male
33,4,23817,a group of skiers waiting for the lift,11699,are they all wearing goggles,19550,cannot tell
33,5,23817,a group of skiers waiting for the lift,34274,are they the same age group,4754,yes
33,6,23817,a group of skiers waiting for the lift,13878,are they facing the camera,15736,no
33,7,23817,a group of skiers waiting for the lift,17288,can you see the lifts,4754,yes
33,8,23817,a group of skiers waiting for the lift,1947,can you see any buildings,4754,yes
33,9,23817,a group of skiers waiting for the lift,6845,is it snowing,15771,it look like it
33,10,23817,a group of skiers waiting for the lift,1870,is it sunny,15736,no
34,1,384075,a young red headed man is brushing his teeth,32561,is the man in a bathroom,4754,yes
34,2,384075,a young red headed man is brushing his teeth,27784,is the man looking in a mirror,20812,not that i can see
34,3,384075,a young red headed man is brushing his teeth,35185,can you only see his face,19067,his face and his chest are visible
34,4,384075,a young red headed man is brushing his teeth,16148,are you looking at him from the front,4754,yes
34,5,384075,a young red headed man is brushing his teeth,27696,is he wearing a t-shirt,3776,no he is without clothes
34,6,384075,a young red headed man is brushing his teeth,5860,does he have short hair,4754,yes
34,7,384075,a young red headed man is brushing his teeth,32914,which hand is he holding the toothbrush with,27846,his left
34,8,384075,a young red headed man is brushing his teeth,25403,what color toothbrush is it,3683,blue and white
34,9,384075,a young red headed man is brushing his teeth,30113,"is the toothbrush in his mouth, or is he just holding it",20729,he is brushing his teeth
34,10,384075,a young red headed man is brushing his teeth,38216,is he making a facial expression,15736,no
35,1,416756,a bird sitting on a branch of a tree,34206,is there only 1 bird,4754,yes
35,2,416756,a bird sitting on a branch of a tree,7109,what color is it,19010,looks green and yellow
